[ 2091 ] [ 0.992100, 0.036000, -0.112100, -0.042200 ] [ 0.342200, -0.798300, -0.495000, -0.025800 ]
[ 2200 ] [ 0.992000, 0.035900, -0.112900, -0.044500 ] [ 0.303800, -0.809000, -0.502600, -0.024800 ]
[ 2275 ] [ 0.991700, 0.037000, -0.112400, -0.050500 ] [ 0.223300, -0.826500, -0.516200, -0.022500 ]
[ 2383 ] [ 0.991500, 0.036800, -0.112700, -0.052900 ] [ 0.199000, -0.830500, -0.519800, -0.021800 ]
[ 2482 ] [ 0.991100, 0.036400, -0.113400, -0.059300 ] [ 0.149800, -0.836500, -0.526800, -0.019300 ]
[ 2564 ] [ 0.990900, 0.036200, -0.113600, -0.061700 ] [ 0.134900, -0.837800, -0.528800, -0.018900 ]
[ 2693 ] [ 0.990800, 0.036000, -0.113800, -0.064000 ] [ 0.122700, -0.838500, -0.530500, -0.018200 ]
[ 2772 ] [ 0.990300, 0.035400, -0.114300, -0.070300 ] [ 0.097900, -0.839400, -0.534400, -0.016600 ]
[ 2865 ] [ 0.990300, 0.035400, -0.114300, -0.070300 ] [ 0.097900, -0.839400, -0.534400, -0.016600 ]
[ 2983 ] [ 0.990300, 0.035400, -0.114300, -0.070300 ] [ 0.097900, -0.839400, -0.534400, -0.016600 ]
[ 3067 ] [ 0.990100, 0.035300, -0.114400, -0.072700 ] [ 0.089600, -0.839500, -0.535600, -0.017600 ]
[ 3165 ] [ 0.990100, 0.035300, -0.114400, -0.072700 ] [ 0.089600, -0.839500, -0.535600, -0.017600 ]
[ 3262 ] [ 0.990100, 0.035300, -0.114400, -0.072700 ] [ 0.089600, -0.839500, -0.535600, -0.017600 ]
[ 3365 ] [ 0.990100, 0.035300, -0.114400, -0.072700 ] [ 0.089600, -0.839500, -0.535600, -0.017600 ]
[ 3464 ] [ 0.989700, 0.034700, -0.114600, -0.078900 ] [ 0.077900, -0.839300, -0.537800, -0.017100 ]
[ 3562 ] [ 0.989700, 0.034700, -0.114600, -0.078900 ] [ 0.077900, -0.839300, -0.537800, -0.017100 ]
[ 3664 ] [ 0.989700, 0.034700, -0.114600, -0.078900 ] [ 0.077900, -0.839300, -0.537800, -0.017100 ]
[ 3762 ] [ 0.989400, 0.034400, -0.115100, -0.081500 ] [ 0.072900, -0.839100, -0.538900, -0.016700 ]
[ 3864 ] [ 0.989400, 0.034400, -0.115100, -0.081500 ] [ 0.072900, -0.839100, -0.538900, -0.016700 ]
[ 3961 ] [ 0.989400, 0.034400, -0.115100, -0.081500 ] [ 0.072900, -0.839100, -0.538900, -0.016700 ]
[ 4061 ] [ 0.989200, 0.033700, -0.115600, -0.083900 ] [ 0.066000, -0.837900, -0.541500, -0.018100 ]
[ 4164 ] [ 0.989200, 0.033700, -0.115600, -0.083900 ] [ 0.066000, -0.837900, -0.541500, -0.018100 ]
[ 4263 ] [ 0.989200, 0.033700, -0.115600, -0.083900 ] [ 0.066000, -0.837900, -0.541500, -0.018100 ]
[ 4361 ] [ 0.989200, 0.033700, -0.115600, -0.083900 ] [ 0.066000, -0.837900, -0.541500, -0.018100 ]
[ 4463 ] [ 0.988000, 0.030700, -0.118600, -0.094300 ] [ 0.063100, -0.837000, -0.543300, -0.017600 ]
[ 4561 ] [ 0.988000, 0.030700, -0.118600, -0.094300 ] [ 0.063100, -0.837000, -0.543300, -0.017600 ]
