[ 2089 ] [ 0.454400, -0.271100, -0.772400, -0.351500 ] [ 0.492500, -0.413200, -0.584100, -0.495600 ]
[ 2178 ] [ 0.458600, -0.280200, -0.772000, -0.339400 ] [ 0.500900, -0.430000, -0.580900, -0.476200 ]
[ 2264 ] [ 0.460200, -0.292300, -0.768800, -0.334100 ] [ 0.503500, -0.437900, -0.576800, -0.471300 ]
[ 2364 ] [ 0.465300, -0.300800, -0.765200, -0.327900 ] [ 0.509600, -0.439900, -0.579700, -0.459100 ]
[ 2476 ] [ 0.470200, -0.306500, -0.766700, -0.311800 ] [ 0.515600, -0.443000, -0.579900, -0.449000 ]
[ 2559 ] [ 0.496900, -0.278900, -0.771700, -0.282300 ] [ 0.527200, -0.429100, -0.586600, -0.440300 ]
[ 2657 ] [ 0.508300, -0.264600, -0.775300, -0.265500 ] [ 0.566100, -0.389200, -0.608200, -0.397700 ]
[ 2757 ] [ 0.514800, -0.250800, -0.779700, -0.253100 ] [ 0.572600, -0.375900, -0.617000, -0.387500 ]
[ 2858 ] [ 0.516500, -0.235500, -0.785300, -0.247200 ] [ 0.576000, -0.362400, -0.627600, -0.378200 ]
[ 2956 ] [ 0.517800, -0.217900, -0.796900, -0.222100 ] [ 0.588000, -0.349500, -0.641500, -0.347100 ]
[ 3057 ] [ 0.517800, -0.217900, -0.796900, -0.222100 ] [ 0.588000, -0.349500, -0.641500, -0.347100 ]
[ 3156 ] [ 0.517800, -0.217900, -0.796900, -0.222100 ] [ 0.588000, -0.349500, -0.641500, -0.347100 ]
[ 3257 ] [ 0.515900, -0.214900, -0.797000, -0.229100 ] [ 0.588400, -0.348800, -0.639500, -0.351000 ]
[ 3356 ] [ 0.515900, -0.214900, -0.797000, -0.229100 ] [ 0.588400, -0.348800, -0.639500, -0.351000 ]
[ 3458 ] [ 0.508000, -0.213300, -0.805500, -0.218400 ] [ 0.593600, -0.352400, -0.638900, -0.339300 ]
[ 3558 ] [ 0.508000, -0.213300, -0.805500, -0.218400 ] [ 0.593600, -0.352400, -0.638900, -0.339300 ]
[ 3656 ] [ 0.508000, -0.213300, -0.805500, -0.218400 ] [ 0.593600, -0.352400, -0.638900, -0.339300 ]
[ 3758 ] [ 0.515500, -0.182100, -0.817500, -0.181100 ] [ 0.640300, -0.367200, -0.636000, -0.225100 ]
[ 3856 ] [ 0.515500, -0.182100, -0.817500, -0.181100 ] [ 0.640300, -0.367200, -0.636000, -0.225100 ]
[ 3956 ] [ 0.536400, -0.164300, -0.812800, -0.157300 ] [ 0.678800, -0.419700, -0.599300, -0.062600 ]
[ 4057 ] [ 0.536400, -0.164300, -0.812800, -0.157300 ] [ 0.678800, -0.419700, -0.599300, -0.062600 ]
[ 4156 ] [ 0.536400, -0.164300, -0.812800, -0.157300 ] [ 0.678800, -0.419700, -0.599300, -0.062600 ]
[ 4257 ] [ 0.536400, -0.164300, -0.812800, -0.157300 ] [ 0.678800, -0.419700, -0.599300, -0.062600 ]
[ 4358 ] [ 0.563100, -0.180100, -0.788700, -0.168600 ] [ 0.744900, -0.455800, -0.465400, 0.143900 ]
[ 4458 ] [ 0.563100, -0.180100, -0.788700, -0.168600 ] [ 0.744900, -0.455800, -0.465400, 0.143900 ]
[ 4557 ] [ 0.562700, -0.197400, -0.784000, -0.172700 ] [ 0.735400, -0.511100, -0.413500, 0.164500 ]
[ 4657 ] [ 0.562700, -0.197400, -0.784000, -0.172700 ] [ 0.735400, -0.511100, -0.413500, 0.164500 ]
[ 4755 ] [ 0.562700, -0.197400, -0.784000, -0.172700 ] [ 0.735400, -0.511100, -0.413500, 0.164500 ]
[ 4857 ] [ 0.560600, -0.207000, -0.782700, -0.174000 ] [ 0.712300, -0.569100, -0.368800, 0.181000 ]
[ 4959 ] [ 0.560600, -0.207000, -0.782700, -0.174000 ] [ 0.712300, -0.569100, -0.368800, 0.181000 ]
[ 5061 ] [ 0.556600, -0.212500, -0.784200, -0.173400 ] [ 0.693000, -0.608500, -0.330100, 0.201100 ]
[ 5157 ] [ 0.556600, -0.212500, -0.784200, -0.173400 ] [ 0.693000, -0.608500, -0.330100, 0.201100 ]
[ 5257 ] [ 0.556600, -0.212500, -0.784200, -0.173400 ] [ 0.693000, -0.608500, -0.330100, 0.201100 ]
[ 5356 ] [ 0.556600, -0.212500, -0.784200, -0.173400 ] [ 0.693000, -0.608500, -0.330100, 0.201100 ]
[ 5458 ] [ 0.549500, -0.215500, -0.788600, -0.172700 ] [ 0.650900, -0.672200, -0.244100, 0.254800 ]
[ 5556 ] [ 0.549500, -0.215500, -0.788600, -0.172700 ] [ 0.650900, -0.672200, -0.244100, 0.254800 ]
[ 5657 ] [ 0.546000, -0.216700, -0.791600, -0.168300 ] [ 0.630000, -0.695100, -0.203500, 0.280200 ]
[ 5757 ] [ 0.546000, -0.216700, -0.791600, -0.168300 ] [ 0.630000, -0.695100, -0.203500, 0.280200 ]
[ 5856 ] [ 0.546000, -0.216700, -0.791600, -0.168300 ] [ 0.630000, -0.695100, -0.203500, 0.280200 ]
[ 5957 ] [ 0.543900, -0.220200, -0.792600, -0.166100 ] [ 0.610900, -0.712800, -0.166800, 0.301400 ]
[ 6057 ] [ 0.543900, -0.220200, -0.792600, -0.166100 ] [ 0.610900, -0.712800, -0.166800, 0.301400 ]
[ 6157 ] [ 0.543900, -0.220200, -0.792600, -0.166100 ] [ 0.610900, -0.712800, -0.166800, 0.301400 ]
[ 6256 ] [ 0.546000, -0.217400, -0.792300, -0.164000 ] [ 0.602600, -0.713900, -0.172100, 0.312400 ]
[ 6356 ] [ 0.546000, -0.217400, -0.792300, -0.164000 ] [ 0.602600, -0.713900, -0.172100, 0.312400 ]
[ 6457 ] [ 0.546000, -0.217400, -0.792300, -0.164000 ] [ 0.602600, -0.713900, -0.172100, 0.312400 ]
[ 6558 ] [ 0.550100, -0.169300, -0.799600, -0.171200 ] [ 0.598500, -0.706900, -0.195600, 0.322200 ]
[ 6656 ] [ 0.550100, -0.169300, -0.799600, -0.171200 ] [ 0.598500, -0.706900, -0.195600, 0.322200 ]
[ 6757 ] [ 0.554600, -0.147600, -0.798500, -0.181600 ] [ 0.607500, -0.697000, -0.230800, 0.302900 ]
[ 6856 ] [ 0.554600, -0.147600, -0.798500, -0.181600 ] [ 0.607500, -0.697000, -0.230800, 0.302900 ]
[ 6956 ] [ 0.554600, -0.147600, -0.798500, -0.181600 ] [ 0.607500, -0.697000, -0.230800, 0.302900 ]
[ 7057 ] [ 0.555300, -0.132200, -0.792600, -0.214100 ] [ 0.624100, -0.670600, -0.323600, 0.236800 ]
[ 7156 ] [ 0.555300, -0.132200, -0.792600, -0.214100 ] [ 0.624100, -0.670600, -0.323600, 0.236800 ]
[ 7256 ] [ 0.555300, -0.132200, -0.792600, -0.214100 ] [ 0.624100, -0.670600, -0.323600, 0.236800 ]
[ 7357 ] [ 0.541200, -0.144300, -0.787500, -0.257200 ] [ 0.658900, -0.609700, -0.410700, 0.159700 ]
